vc_code,sub,pcf,oaf,vc_code_full,description
21204,B,17,44,21204B,"Bicycle - passenger seating requirement, sub (b)"
21208,B,17,21,21208B,"Bicycle - bicycle lane - exceptions, sub (b)"
21211,B,0,38,21211B,"Bicycle - bicycle lane obstruction, sub (b)"
27400,0,17,44,27400,Equipment - headset/earplugs while driving restriction
21451,B,17,44,21451B,"Traffic signal - green arrow - proceed, sub (b)"
27452,0,16,43,27452,Equipment - studded tire restriction
21451,C,11,35,21451C,"Traffic signal - green signal - pedestrian rules, sub (c)"
27453,0,16,43,27453,Equipment - solid rubber tire restriction
21451,D,11,35,21451D,"Traffic signal - green signal - yield to peds, sub (d)"
21453,B,9,33,21453B,"Traffic signal - red signal - right turn on red, sub (b)"
27454,0,16,43,27454,Equipment - smooth tire prohibition
27459,0,16,43,27459,Equipment - tire sidewall requirement
27460,0,16,43,27460,Equipment - regrooved tire restriction
21453,C,9,33,21453C,"Traffic signal - red signal - pedestrian rules, sub (c)"
21453,D,11,35,21453D,"Traffic signal - red signal - pedestrian compliance, sub (d)"
21454,D,17,44,21454D,"Traffic signal - flashing green - pedestrian, sub (d)"
21456,B,11,35,21456B,"Traffic signal - pedestrian don't walk signal, sub (b)"
21457,B,17,44,21457B,"Traffic signal - flashing yellow - yield required, sub (b)"
21460,B,5,27,21460B,"Traffic device - double yellow line, sub (b)"
21460,5,8,31,214605,"Traffic device - two-way left turn lane rules, sub (.5)"
27461,0,16,43,27461,Equipment - retreaded tire requirements
27600,0,16,43,27600,Equipment - fuel tank requirements
27601,0,16,43,27601,Equipment - fuel line requirements
27602,0,17,44,27602,Equipment - fuel system backfire arrestor
27603,0,0,47,27603,Equipment - fuel spillage prevention
27605,0,0,47,27605,Equipment - fuel cap requirements
27800,0,16,43,27800,Equipment - motorcycle handlebar height restriction
28051,0,0,47,28051,Equipment - odometer disclosure requirement
28071,0,16,43,28071,Equipment - catalytic converter theft protection
28103,0,16,43,28103,Equipment - anti-theft device requirement
29001,0,16,43,29001,Towing - safety connection requirement
29002,0,16,43,29002,Towing - drawbar strength requirement
29005,0,16,43,29005,Towing - lighting requirement for towed vehicle
31302,0,17,44,31302,Loading - flammable liquid transport restrictions
31402,0,16,43,31402,Loading - load width restriction
31403,0,16,43,31403,Loading - load height restriction
31500,0,16,43,31500,Loading - livestock transport requirements
31501,0,16,43,31501,Loading - livestock transport safety requirement
31612,0,0,47,31612,Explosives - vehicle parking near inhabited area restricted
31613,0,0,47,31613,Explosives - vehicle stopping restrictions
31618,0,17,44,31618,Explosives - spill reporting requirement
32106,0,16,43,32106,Inhalation hazard - transport restrictions - general
32107,0,Do,44,32107,Inhalation hazard - definition
33000,0,17,44,33000,Radioactive materials - transport permit required
21461,5,11,35,214615,"Traffic device - official device obedience, sub (.5)"
35100,0,17,51,35100,Size/weight - vehicle width limit - general
35101,0,0,51,35101,Size/weight - vehicle width limit - exceptions
35102,0,0,51,35102,Size/weight - load width limit
35109,0,0,51,35109,Size/weight - projecting load front restriction
35110,0,0,51,35110,Size/weight - projecting load rear restriction
35111,0,17,51,35111,Size/weight - projecting load side restriction
35251,0,16,43,35251,Size/weight - vehicle height special permit
35252,0,0,51,35252,Size/weight - load height limit
35408,0,0,51,35408,Size/weight - special combination vehicle length
35410,0,0,51,35410,Size/weight - saddlemount combination length
35554,0,0,50,35554,Size/weight - weight on bridges limit
21464,B,17,47,21464B,"Traffic device - signal interference, sub (b)"
35600,0,Do,50,35600,Size/weight - overweight permit required
35601,0,0,50,35601,Size/weight - overweight permit conditions
35789,0,17,44,35789,Size/weight - combination vehicle permit conditions
36300,0,17,44,36300,Implements of husbandry - speed limit on highway
36400,0,3,25,36400,Implements of husbandry - speed limit for implements
36508,0,16,43,36508,Implements of husbandry - lighting requirement
36510,0,3,25,36510,Implements of husbandry - slow-moving vehicle emblem required
36605,0,0,51,36605,Implements of husbandry - width limit
36705,0,0,51,36705,Implements of husbandry - length limit
38020,0,0,60,38020,Off-highway - registration required for operation on public land
21464,C,17,47,21464C,"Traffic device - signal interference, sub (c)"
21466,5,17,47,214665,"Traffic device - lighting impairing vision, sub (.5)"
21650,1,5,27,216501,"Driving - right side of road - bicycle rule, sub (.1)"
21651,B,5,27,21651B,"Driving - divided highway - right side, sub (b)"
21651,C,5,27,21651C,"Driving - divided highway - median crossing prohibited, sub (c)"
21655,5,0,44,216555,"Driving - HOV/preferential lane requirement, sub (.5)"
21655,8,0,28,216558,"Driving - HOV lane - crossing restriction, sub (.8)"
21658,B,17,21,21658B,"Driving - lane change - motorcycle exception, sub (b)"
21662,B,17,44,21662B,"Driving - blind curve - speed limit, sub (b)"
21700,5,17,44,217005,"Driving - obstruction of driver by load or person, sub (.5)"
21702,B,17,44,21702B,"Driving - driving hours limitation, sub (b)"
21712,B,17,44,21712B,"Driving - unlawful riding on vehicle, sub (b)"
21712,D,17,44,21712D,"Driving - unlawful riding on vehicle, sub (d)"
21712,E,17,44,21712E,"Driving - unlawful riding on vehicle, sub (e)"
21715,B,17,44,21715B,"Driving - towing multiple vehicles - exception, sub (b)"
21752,B,5,27,21752B,"Passing - no passing zone violation, sub (b)"
21752,C,5,27,21752C,"Passing - no passing zone - exception, sub (c)"
21756,B,3,25,21756B,"Passing - passing school bus - multi-lane exception, sub (b)"
21756,C,3,25,21756C,"Passing - passing school bus - two-lane road, sub (c)"
21800,B,9,33,21800B,"Right-of-way - intersection - yield, sub (b)"
21800,C,9,33,21800C,"Right-of-way - intersection yield, sub (c)"
21800,E,9,33,21800E,"Right-of-way - intersection - exception, sub (e)"
21801,B,9,33,21801B,"Right-of-way - U-turn - yield required, sub (b)"
38027,0,0,60,38027,Off-highway - noise limit regulation
38090,0,0,60,38090,Off-highway - taillamp requirement
38095,0,0,60,38095,Off-highway - brake requirement
38300,0,0,60,38300,Off-highway - operating rules on public land
38302,0,0,60,38302,Off-highway - speed limit on public land
38304,0,0,60,38304,Off-highway - right-of-way rules on public land
38305,0,3,60,38305,Off-highway - speed limit in established areas
38312,0,0,60,38312,Off-highway - crossing highway rules
38314,0,0,60,38314,Off-highway - operating in unsafe manner prohibited
38317,0,0,60,38317,Off-highway - reckless operation prohibition
38319,0,0,60,38319,Off-highway - DUI causing injury on off-highway vehicle
38330,0,16,60,38330,Off-highway - equipment noise level requirement
38335,0,14,60,38335,Off-highway - lighting requirement during darkness
38390,0,0,60,38390,Off-highway - OHV safety training program
38391,0,0,60,38391,Off-highway - OHV safety training requirement
38393,0,0,60,38393,Off-highway - OHV safety education program
38503,0,0,47,38503,Off-highway - OHV trust fund regulations
38504,0,0,47,38504,Off-highway - OHV area management regulations
38505,0,0,60,38505,Off-highway - OHV area trail rules
38506,0,0,47,38506,Off-highway - OHV area closure authority
11108,0,0,47,11108,Occupational - dealer license - prohibited acts general
13004,0,0,47,13004,Identification card - fraudulent use - general
21662,0,17,44,21662,Driving - blind intersection/curve - reduced speed
21802,0,9,33,21802,Right-of-way - stop sign - yield to approaching vehicles
22356,0,3,25,22356,Speed - 70 mph speed limit - designated freeway
23104,0,0,0,23104,Reckless driving causing bodily injury
23116,0,17,44,23116,Transporting person in truck bed prohibited - general
23153,0,1,20,23153,DUI causing bodily injury - general provision
24600,0,14,39,24600,Equipment - taillamp requirements - general
24603,0,14,39,24603,Equipment - stop lamp requirements - general
22102,,,,,NOTE - duplicate row with missing data (vc_code_full is null)
22110,,,,,NOTE - duplicate row with missing data (vc_code_full is null)
22500,A,13,38,22500A,"Parking - sidewalk parking prohibited, sub (a)"
22500,E,13,38,22500E,"Parking - bus zone parking prohibited, sub (e)"
22500,I,13,38,22500I,"Parking - double parking prohibited, sub (i)"
22500,1,13,38,225001,"Parking - one-way roadway distance from curb, sub (1)"
22502,A,13,38,22502A,"Parking - parallel to curb required, sub (a)"
22504,A,13,38,22504A,"Parking - unincorporated area prohibition, sub (a)"
22505,B,13,38,22505B,"Parking - state highway prohibition, sub (b)"
31610,0,16,43,31610,Explosives - transport regulations - general
35104,0,0,51,35104,Size/weight - load width special permit
35250,0,17,51,35250,Size/weight - vehicle height limit
20,0,0,47,20,General - false statement to DMV or police
241,A,0,10,00241A,"Div 1 definitions - autonomous vehicle definition, sub (a)"
245,C,0,6,00245C,"Div 1 definitions - motor vehicle definition, sub (c)"
647,F,23,1,00647F,"Div 1 definitions - vehicle definition, sub (f)"
1202,1,0,62,12021,"Administration - license document requirement, sub (.1)"
2402,6,0,47,24026,"Administration - license plate display, sub (.6)"
2418,5,0,47,24185,"Administration - vehicle registration display, sub (.5)"
2510,B,0,47,02510B,"Administration - license plate display violation, sub (b)"
2525,2,0,47,25252,"Administration - license plate requirements, sub (.2)"
2803,A,17,44,02803A,"Administration - vehicle inspection - officer authority, sub (a)"
2807,B,0,47,02807B,"Administration - vehicle inspection requirement, sub (b)"
4000,A,0,46,04000A,"Registration - vehicle registration required, sub (a)"
4004,A,0,46,04004A,"Registration - registration renewal, sub (a)"
4152,5,0,46,41525,"Registration - special plates, sub (.5)"
4453,6,0,46,44536,"Registration - license plate alteration, sub (.6)"
4454,A,0,46,04454A,"Registration - registration card display, sub (a)"
4462,A,0,46,04462A,"Registration - license plate alteration, sub (a)"
4463,A,0,46,04463A,"Registration - use of unissued plate, sub (a)"
5011,A,0,46,05011A,"Registration - special interest vehicle plate rules, sub (a)"
5201,A,0,46,05201A,"Registration - license plate display, sub (a)"
5350,3,0,46,53503,"Registration - registration tab placement, sub (.3)"
5900,A,0,46,05900A,"Registration - dealer report of vehicle sale, sub (a)"
5901,A,0,46,05901A,"Registration - dealer license plate, sub (a)"
5902,A,0,46,05902A,"Registration - dealer report of dismantled vehicle, sub (a)"
9102,5,0,46,91025,"Registration - vessel registration, sub (.5)"
10750,A,0,47,10750A,"Antitheft - altered/removed vehicle identification number, sub (a)"
10751,A,0,47,10751A,"Antitheft - possession of altered VIN vehicle, sub (a)"
10851,5,0,47,108515,"Antitheft - unlawful taking or driving of vehicle, sub (.5)"
11108,A,0,47,11108A,"Occupational - dealer prohibited acts, sub (a)"
11513,A,0,47,11513A,"Occupational - dismantler license requirement, sub (a)"
11516,C,0,46,11516C,"Occupational - dismantler operations restriction, sub (c)"
11713,I,0,47,11713I,"Occupational - dealer prohibited acts, sub (i)"
11715,F,0,46,11715F,"Occupational - dealer advertising restrictions, sub (f)"
11725,A,0,46,11725A,"Occupational - dealer license plate use restriction, sub (a)"
12500,A,0,47,12500A,"Driver license - driving without valid license, sub (a)"
12515,A,0,47,12515A,"Driver license - minimum age requirement, sub (a)"
12519,A,0,47,12519A,"Driver license - youth bus certificate required, sub (a)"
12524,A,0,47,12524A,"Driver license - paratransit vehicle license, sub (a)"
12804,3,0,47,128043,"Driver license - license record requirement, sub (.3)"
12951,A,0,47,12951A,"Driver license - failure to display license on demand, sub (a)"
13004,A,0,47,13004A,"Identification card - fraudulent use, sub (a)"
13004,E,0,47,13004E,"Identification card - fraudulent use, sub (e)"
14600,A,0,47,14600A,"Driver license - failure to carry and display license, sub (a)"
14601,A,0,47,14601A,"Driver license - driving with suspended/revoked license, sub (a)"
14601,5,0,47,146015,"Driver license - driving with suspended license - refusal, sub (.5)"
14605,A,0,47,14605A,"Driver license - false affidavit to obtain license, sub (a)"
14610,A,0,47,14610A,"Driver license - license fraud/alteration, sub (a)"
14610,E,0,47,14610E,"Driver license - license fraud/alteration, sub (e)"
15275,A,0,47,15275A,"Commercial license - CDL disqualification grounds, sub (a)"
16020,A,0,47,16020A,"Financial responsibility - evidence of insurance required, sub (a)"
16025,A,0,47,16025A,"Financial responsibility - minimum liability coverage required, sub (a)"
16457,A,0,47,16457A,"Financial responsibility - SR-22 proof required, sub (a)"
20001,A,0,19,20001A,"Hit-and-run - causing death or injury - duty to stop, sub (a)"
20002,A,0,19,20002A,"Hit-and-run - property damage - duty to stop, sub (a)"
20008,A,0,47,20008A,"Accident report - written report to DMV required, sub (a)"
21100,3,17,47,211003,"Local regulation - vehicle traffic on public property, sub (.3)"
21106,B,11,35,21106B,"Local regulation - pedestrian signal compliance, sub (b)"
21113,A,17,44,21113A,"Local regulation - traffic on public grounds, sub (a)"
21802,B,9,33,21802B,"Right-of-way - stop sign - yield, sub (b)"
21802,C,9,33,21802C,"Right-of-way - stop sign, sub (c)"
21803,B,9,33,21803B,"Right-of-way - yield sign, sub (b)"
21804,B,9,33,21804B,"Right-of-way - private road/driveway entry, sub (b)"
21805,C,17,47,21805C,"Right-of-way - equestrian, sub (c)"
21806,B,9,33,21806B,"Right-of-way - emergency vehicle - yield, sub (b)"
21806,C,11,35,21806C,"Right-of-way - emergency vehicle - pedestrian rules, sub (c)"
21950,B,11,35,21950B,"Pedestrian - pedestrian duty in crosswalk, sub (b)"
21954,B,11,35,21954B,"Pedestrian - crossing outside crosswalk, sub (b)"
22100,B,8,31,22100B,"Turning - left turn - required position, sub (b)"
22100,5,8,31,221005,"Turning - U-turn at signal-controlled intersection, sub (.5)"
22111,B,17,44,22111B,"Turning - signal - hand and arm position - right, sub (b)"
22111,C,17,44,22111C,"Turning - signal - hand and arm position - stop, sub (c)"
22348,C,3,25,22348C,"Speed - maximum 65 mph freeway, sub (c)"
22400,B,2,22,22400B,"Speed - minimum speed - impeding traffic, sub (b)"
22406,B,3,25,22406B,"Speed - maximum truck speed, sub (b)"
22406,C,3,25,22406C,"Speed - maximum truck speed, sub (c)"
22406,D,3,25,22406D,"Speed - maximum truck speed, sub (d)"
22406,F,3,52,22406F,"Speed - maximum truck speed - criminal penalty, sub (f)"
22451,B,12,23,22451B,"Stop required - railroad crossing, sub (b)"
22500,B,13,38,22500B,"Parking - intersection parking prohibited, sub (b)"
22500,C,13,38,22500C,"Parking - crosswalk parking prohibited, sub (c)"
22500,D,13,38,22500D,"Parking - between safety zone and curb prohibited, sub (d)"
22500,F,13,38,22500F,"Parking - public/private driveway blocking prohibited, sub (f)"
22500,G,13,38,22500G,"Parking - disabled vehicle exception, sub (g)"
22500,H,13,38,22500H,"Parking - excavation/obstruction zone, sub (h)"
22500,J,13,38,22500J,"Parking - bridge/elevated structure prohibited, sub (j)"
22500,K,13,38,22500K,"Parking - tunnel parking prohibited, sub (k)"
22500,L,13,38,22500L,"Parking - rail transit path blocking prohibited, sub (l)"
22502,E,13,38,22502E,"Parking - parallel parking exception, sub (e)"
22515,B,13,38,22515B,"Parking - unattended vehicle brake requirement, sub (b)"
22520,5,13,38,225205,"Parking - freeway prohibition, sub (.5)"
22520,6,13,38,225206,"Parking - freeway prohibition, sub (.6)"
22523,B,0,47,22523B,"Parking - abandoned vehicle prohibition, sub (b)"
22526,B,2,22,22526B,"Parking - blocking intersection prohibited, sub (b)"
22952,B,0,47,22952B,"Parking lot - speed limit posted requirement, sub (b)"
23103,B,0,26,23103B,"Reckless driving, sub (b)"
23104,B,0,26,23104B,"Reckless driving causing bodily injury, sub (b)"
23109,B,17,44,23109B,"Speed contest - aiding/abetting, sub (b)"
23109,C,17,44,23109C,"Speed contest - exhibition of speed, sub (c)"
23109,D,0,47,23109D,"Speed contest - motor vehicle exhibition, sub (d)"
23110,B,0,47,23110B,"Throwing substance at vehicle - misdemeanor, sub (b)"
23112,B,17,47,23112B,"Dumping material on highway, sub (b)"
23112,5,17,47,231125,"Dumping material on highway, sub (.5)"
23114,B,17,44,23114B,"Spilling load on highway, sub (b)"
23128,B,17,44,23128B,"Motor vehicle on public lands - restriction, sub (b)"
23128,C,17,44,23128C,"Motor vehicle on public lands - restriction, sub (c)"
23128,D,17,44,23128D,"Motor vehicle on public lands - restriction, sub (d)"
23130,5,0,49,231305,"Driving on closed road, sub (.5)"
23152,B,1,20,23152B,"DUI - BAC 0.08% or more, sub (b)"
23152,C,1,20,23152C,"DUI - addicted person driving, sub (c)"
23152,D,1,20,23152D,"DUI - commercial vehicle BAC 0.04%, sub (d)"
23153,B,1,20,23153B,"DUI causing bodily injury - BAC 0.08%, sub (b)"
23153,D,0,20,23153D,"DUI causing bodily injury - commercial vehicle, sub (d)"
23222,B,0,47,23222B,"Marijuana - open container in vehicle, sub (b)"
23224,B,0,47,23224B,"Alcohol - minor possessing alcohol, sub (b)"
23270,B,17,44,23270B,"Vehicular crossing - towing prohibition, sub (b)"
23330,B,17,47,23330B,"Toll road - prohibited acts, sub (b)"
23330,C,17,47,23330C,"Toll road - prohibited acts, sub (c)"
23330,D,17,47,23330D,"Toll road - prohibited acts, sub (d)"
24002,B,16,43,24002B,"Equipment - adequate brakes required, sub (b)"
24008,5,16,43,240085,"Equipment - windshield wiper, sub (.5)"
24015,B,16,43,24015B,"Equipment - headlamp aim requirement, sub (b)"
24252,B,14,39,24252B,"Equipment - headlamp requirements, sub (b)"
24252,C,14,39,24252C,"Equipment - headlamp requirements, sub (c)"
24253,B,14,39,24253B,"Equipment - headlamp specifications, sub (b)"
24402,B,17,44,24402B,"Equipment - auxiliary driving/passing lamps, sub (b)"
24404,B,14,39,24404B,"Equipment - foglamp requirements, sub (b)"
24404,C,17,44,24404C,"Equipment - foglamp requirements, sub (c)"
24404,E,17,44,24404E,"Equipment - foglamp requirements, sub (e)"
24407,B,14,39,24407B,"Equipment - signal lamp visibility, sub (b)"
24408,B,14,39,24408B,"Equipment - signal lamp color, sub (b)"
24409,B,17,44,24409B,"Equipment - headlamp color requirement, sub (b)"
24410,B,14,39,24410B,"Equipment - reflector requirements, sub (b)"
24600,B,14,39,24600B,"Equipment - taillamp requirements, sub (b)"
24600,C,14,39,24600C,"Equipment - taillamp requirements, sub (c)"
24600,D,14,39,24600D,"Equipment - taillamp requirements, sub (d)"
24600,F,14,39,24600F,"Equipment - taillamp requirements, sub (f)"
24603,B,14,39,24603B,"Equipment - stop lamp requirements, sub (b)"
24603,C,14,39,24603C,"Equipment - stop lamp requirements, sub (c)"
24603,D,14,39,24603D,"Equipment - stop lamp requirements, sub (d)"
24603,F,14,39,24603F,"Equipment - stop lamp requirements, sub (f)"
24603,G,14,39,24603G,"Equipment - stop lamp requirements, sub (g)"
24605,B,17,44,24605B,"Equipment - license plate lamp requirements, sub (b)"
24606,B,14,39,24606B,"Equipment - backup lamp requirements, sub (b)"
24606,C,14,39,24606C,"Equipment - backup lamp requirements, sub (c)"
24606,D,14,39,24606D,"Equipment - backup lamp requirements, sub (d)"
24607,B,14,39,24607B,"Equipment - turn signal lamp, sub (b)"
24607,C,14,39,24607C,"Equipment - turn signal lamp, sub (c)"
24607,D,14,39,24607D,"Equipment - turn signal lamp, sub (d)"
24608,B,14,39,24608B,"Equipment - hazard lamp requirements, sub (b)"
24608,C,14,39,24608C,"Equipment - hazard lamp requirements, sub (c)"
24608,D,14,39,24608D,"Equipment - hazard lamp requirements, sub (d)"
24951,C,14,39,24951C,"Equipment - brake performance standard, sub (c)"
24953,B,14,39,24953B,"Equipment - parking brake requirement, sub (b)"
25100,B,14,39,25100B,"Equipment - clearance/marker lamp front, sub (b)"
25100,C,14,39,25100C,"Equipment - clearance/marker lamp front, sub (c)"
25100,E,14,39,25100E,"Equipment - clearance/marker lamp front, sub (e)"
25102,5,14,39,251025,"Equipment - identification lamp, sub (.5)"
25103,B,14,39,25103B,"Equipment - lamp placement requirements, sub (b)"
25105,B,14,39,25105B,"Equipment - lighting on projecting loads, sub (b)"
25105,C,14,39,25105C,"Equipment - lighting on projecting loads, sub (c)"
25106,B,14,39,25106B,"Equipment - lighting on wide loads, sub (b)"
25252,5,14,39,252525,"Equipment - reflector placement, sub (.5)"
25257,B,14,39,25257B,"Equipment - motorcycle reflectors, sub (b)"
25270,5,17,47,252705,"Equipment - retroreflective sheeting, sub (.5)"
25275,5,17,47,252755,"Equipment - retroreflective sheeting trailers, sub (.5)"
25276,B,17,47,25276B,"Equipment - retroreflective material color, sub (b)"
25300,B,17,47,25300B,"Equipment - clearance lamp color requirements, sub (b)"
25300,C,17,47,25300C,"Equipment - clearance lamp color requirements, sub (c)"
25300,E,17,47,25300E,"Equipment - clearance lamp color requirements, sub (e)"
25301,B,17,47,25301B,"Equipment - identification lamp color, sub (b)"
25305,B,16,43,25305B,"Equipment - lamp restrictions, sub (b)"
25351,C,14,39,25351C,"Equipment - flashing warning lamp, sub (c)"
25400,C,14,39,25400C,"Equipment - flashing amber warning lamp, sub (c)"
25400,D,14,39,25400D,"Equipment - flashing amber warning lamp, sub (d)"
25650,5,17,44,256505,"Equipment - turn signal use, sub (.5)"
25651,C,14,39,25651C,"Equipment - turn signal lamp specifications, sub (c)"
25803,B,14,39,25803B,"Equipment - brake light visibility requirement, sub (b)"
25803,C,14,39,25803C,"Equipment - brake light visibility requirement, sub (c)"
25950,B,14,39,25950B,"Equipment - windshield material requirements, sub (b)"
25952,B,14,39,25952B,"Equipment - side window requirements, sub (b)"
26301,5,15,40,263015,"Equipment - brake fluid requirements, sub (.5)"
31602,B,17,44,31602B,"Explosives - transport permit conditions, sub (b)"
31602,C,13,38,31602C,"Explosives - transport permit conditions, sub (c)"
31610,B,16,43,31610B,"Explosives - transport regulations, sub (b)"
31610,C,16,43,31610C,"Explosives - transport regulations, sub (c)"
31610,D,16,43,31610D,"Explosives - transport regulations, sub (d)"
31614,B,17,44,31614B,"Explosives - warning device requirement, sub (b)"
31614,C,13,38,31614C,"Explosives - warning device requirement, sub (c)"
31614,D,17,44,31614D,"Explosives - warning device requirement, sub (d)"
31614,F,17,44,31614F,"Explosives - warning device requirement, sub (f)"
31614,G,13,38,31614G,"Explosives - warning device requirement, sub (g)"
31614,H,17,44,31614H,"Explosives - warning device requirement, sub (h)"
35100,5,16,51,351005,"Size/weight - vehicle width limit, sub (.5)"
35104,B,0,51,35104B,"Size/weight - load width permit, sub (b)"
35250,B,17,51,35250B,"Size/weight - vehicle height limit, sub (b)"
35401,B,0,51,35401B,"Size/weight - vehicle combination length, sub (b)"
35406,B,0,51,35406B,"Size/weight - truck/trailer combination length, sub (b)"
35411,B,0,51,35411B,"Size/weight - bus length limit, sub (b)"
35551,B,0,50,35551B,"Size/weight - gross vehicle weight limit, sub (b)"
35551,C,0,50,35551C,"Size/weight - gross vehicle weight limit, sub (c)"
35551,5,0,50,355515,"Size/weight - gross weight limit, sub (.5)"
35552,B,0,50,35552B,"Size/weight - axle weight limit, sub (b)"
35552,C,0,50,35552C,"Size/weight - axle weight limit, sub (c)"
35790,H,17,44,35790H,"Size/weight - oversize load conditions, sub (h)"
36600,C,0,51,36600C,"Implements of husbandry - size/width exception, sub (c)"
38060,B,0,60,38060B,"Off-highway - helmet required under 18, sub (b)"
38170,B,0,60,38170B,"Off-highway - muffler requirement, sub (b)"
38318,B,0,60,38318B,"Off-highway - DUI on off-highway vehicle, sub (b)"
38318,5,0,60,383185,"Off-highway - DUI on off-highway vehicle, sub (.5)"
38320,B,0,60,38320B,"Off-highway - accident reporting requirement, sub (b)"
40001,B,0,47,40001B,"Violation classification - infraction designation, sub (b)"
21456,A,11,35,21456A,"Traffic signal - pedestrian walk signal, sub (a)"
21457,A,12,23,21457A,"Traffic signal - flashing red - stop required, sub (a)"
21460,A,5,27,21460A,"Traffic device - double yellow line - no crossing, sub (a)"
21461,A,17,44,21461A,"Traffic device - official traffic device - obedience required, sub (a)"
21464,A,17,47,21464A,"Traffic device - interference with signal - prohibition, sub (a)"
21651,A,5,27,21651A,"Driving - divided highway - right side required, sub (a)"
21654,A,2,22,21654A,"Driving - slow vehicle - right lane required, sub (a)"
21655,B,17,21,21655B,"Driving - HOV/bus lane violation, sub (b)"
21658,A,7,28,21658A,"Driving - unsafe lane change, sub (a)"
21662,A,17,44,21662A,"Driving - blind intersection - speed limit, sub (a)"
21702,A,17,44,21702A,"Driving - driving hours limitation - bus, sub (a)"
21704,A,4,30,21704A,"Driving - following too closely - truck/bus, sub (a)"
21712,A,17,44,21712A,"Driving - unlawful riding on exterior of vehicle, sub (a)"
21712,F,17,44,21712F,"Driving - unlawful riding on vehicle, sub (f)"
21715,A,17,44,21715A,"Driving - towing more than one vehicle prohibited, sub (a)"
21752,A,5,27,21752A,"Passing - no passing zone - oncoming traffic, sub (a)"
21756,A,6,29,21756A,"Passing - passing stopped school bus, sub (a)"
21800,A,9,33,21800A,"Right-of-way - uncontrolled intersection - yield to right, sub (a)"
21801,A,9,33,21801A,"Right-of-way - left turn - yield to oncoming traffic, sub (a)"
21802,A,9,33,21802A,"Right-of-way - stop sign - yield, sub (a)"
21803,A,9,33,21803A,"Right-of-way - yield sign - yield to approaching traffic, sub (a)"
21804,A,9,33,21804A,"Right-of-way - private road/driveway - yield to road traffic, sub (a)"
21805,B,17,44,21805B,"Right-of-way - equestrian crossing - yield, sub (b)"
21806,A,9,33,21806A,"Right-of-way - authorized emergency vehicle - yield required, sub (a)"
21950,A,10,34,21950A,"Pedestrian - driver yield at crosswalk required, sub (a)"
21954,A,11,35,21954A,"Pedestrian - crossing outside crosswalk - pedestrian duty, sub (a)"
22100,A,8,31,22100A,"Turning - right turn - required position, sub (a)"
22101,D,8,31,22101D,"Turning - turn at intersection - rules, sub (d)"
22111,A,17,44,22111A,"Turning - signal - hand and arm position - left, sub (a)"
22348,B,3,25,22348B,"Speed - maximum 65 mph freeway, sub (b)"
22349,A,3,25,22349A,"Speed - maximum 65 mph - two-lane undivided highway, sub (a)"
22356,B,3,25,22356B,"Speed - 70 mph freeway speed limit, sub (b)"
22400,A,2,22,22400A,"Speed - minimum speed - impeding traffic prohibited, sub (a)"
22405,A,3,25,22405A,"Speed - reduced speed on bridges required, sub (a)"
22406,A,3,25,22406A,"Speed - maximum truck speed 55 mph, sub (a)"
22406,E,3,25,22406E,"Speed - maximum truck speed, sub (e)"
22451,A,12,23,22451A,"Stop required - railroad crossing - train approaching, sub (a)"
22452,B,17,44,22452B,"Stop required - railroad crossing - certain vehicles, sub (b)"
22454,A,12,23,22454A,"Stop required - school bus stop arm signals - compliance, sub (a)"
26302,B,15,40,26302B,"Equipment - brake hose requirements, sub (b)"
26302,C,15,40,26302C,"Equipment - brake hose requirements, sub (c)"
26302,D,15,40,26302D,"Equipment - brake hose requirements, sub (d)"
26304,B,15,40,26304B,"Equipment - wheel cylinder requirements, sub (b)"
26311,B,15,40,26311B,"Equipment - brake adjustment requirement, sub (b)"
26451,B,15,40,26451B,"Equipment - service brake performance standard, sub (b)"
26451,C,15,40,26451C,"Equipment - service brake performance standard, sub (c)"
26454,B,15,40,26454B,"Equipment - parking brake requirement, sub (b)"
26458,5,22,44,264585,"Equipment - trailer brake control, sub (.5)"
26506,B,15,40,26506B,"Equipment - steering component requirements, sub (b)"
26508,B,15,40,26508B,"Equipment - wheel/rim requirements, sub (b)"
26508,E,15,40,26508E,"Equipment - wheel/rim requirements, sub (e)"
26508,F,15,40,26508F,"Equipment - wheel/rim requirements, sub (f)"
26508,H,15,40,26508H,"Equipment - wheel/rim requirements, sub (h)"
26508,I,15,40,26508I,"Equipment - wheel/rim requirements, sub (i)"
26508,J,15,40,26508J,"Equipment - wheel/rim requirements, sub (j)"
26508,O,17,47,26508O,"Equipment - wheel/rim requirements, sub (o)"
26701,B,16,43,26701B,"Equipment - windshield glass requirements, sub (b)"
26701,C,16,43,26701C,"Equipment - windshield glass requirements, sub (c)"
26701,D,16,43,26701D,"Equipment - windshield glass requirements, sub (d)"
26703,B,16,43,26703B,"Equipment - side/rear window glass, sub (b)"
26706,B,16,43,26706B,"Equipment - side window tinting restriction, sub (b)"
26708,2,16,43,267082,"Equipment - window obstruction material restriction, sub (.2)"
26708,5,16,43,267085,"Equipment - window obstruction material restriction, sub (.5)"
26709,B,16,43,26709B,"Equipment - rear view mirror passenger side, sub (b)"
27000,B,16,43,27000B,"Equipment - horn requirement, sub (b)"
27001,B,17,44,27001B,"Equipment - horn use restriction, sub (b)"
27150,B,16,49,27150B,"Equipment - exhaust system requirements, sub (b)"
27150,1,0,47,271501,"Equipment - exhaust system requirement, sub (.1)"
